time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet),xSpeed(mph),ySpeed(mph),zSpeed(mph),compass_heading(degrees),pitch(degrees),roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
1250800,2024-11-19 05:48:14,37.4502952762371,126.654940369872,227.362212,,,288.5716033944,27.559056,23.264176,305.39535098,3119.91807884,32,5,6.696,289.2277713944,228.01838,23.8010416,820.47902888,18.342908,-14.316416,-0.223694,319.5,-21.7,-0.2,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,17,3.37,3.326,0,0,0,0,7.586,96.98,288.5716033944,227.362212,15,Go_Home,
1251000,2024-11-19 05:48:14,37.4503101547818,126.654925799135,227.362212,,,288.5716033944,27.559056,23.264176,298.519366508,3126.79143864,32,5,6.696,289.2277713944,228.01838,23.8010416,820.47902888,18.342908,-14.316416,0,319.5,-21.8,0,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,17,3.37,3.326,0,0,0,0,7.586,96.98,288.5716033944,227.362212,15,Go_Home,
1251200,2024-11-19 05:48:14,37.4503250765038,126.654911217823,227.362212,,,288.5716033944,27.559056,23.4431312,291.62894634,3133.68448348,32,5,6.696,289.2277713944,228.01838,23.8010416,820.47902888,18.566602,-14.316416,0,319.6,-21.5,-0.2,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,17,3.37,3.326,0,0,0,0,7.586,96.98,288.5716033944,227.362212,15,Go_Home,
1251400,2024-11-19 05:48:14,37.4503400065185,126.6548966429,227.362212,,,288.5716033944,27.559056,23.4431312,284.73754192,3140.57424748,32,5,6.696,289.2277713944,228.01838,23.8010416,820.47902888,18.566602,-14.316416,0,319.7,-21.6,-1,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,17,3.37,3.326,0,0,0,0,7.586,96.98,288.5716033944,227.362212,15,Go_Home,
1251600,2024-11-19 05:48:15,37.4503549156985,126.6548820713,227.362212,,,288.5716033944,27.559056,23.264176,277.85269918,3147.46073064,32,5,6.696,289.2277713944,228.01838,23.8010416,820.47902888,18.342908,-14.316416,0,319.8,-21.7,-1.5,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,17,3.37,3.326,0,0,0,0,7.586,96.98,288.5716033944,227.362212,15,Go_Home,
1251800,2024-11-19 05:48:15,37.4503698041809,126.654867450664,227.362212,,,288.5716033944,27.559056,23.264176,270.964903684,3154.3472138,32,5,6.698,289.2277713944,228.01838,23.8010416,820.47902888,18.342908,-14.316416,0,319.8,-21.7,-1.8,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,17,3.369,3.327,0,0,0,0,7.623,96.98,288.5716033944,227.362212,15,Go_Home,
1252000,2024-11-19 05:48:15,37.4503846949249,126.654852806504,227.362212,,,288.5716033944,27.559056,23.264176,264.072186928,3161.24025864,32,5,6.698,289.2277713944,228.01838,23.8010416,820.47902888,18.342908,-14.316416,0,319.8,-21.6,-1.4,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,17,3.369,3.327,0,0,0,0,7.623,96.98,288.5716033944,227.362212,15,Go_Home,
1252200,2024-11-19 05:48:15,37.4503996293944,126.654838115941,227.362212,,,288.5716033944,27.559056,23.264176,257.15880088,3168.15298852,32,5,6.698,289.2277713944,228.01838,23.8010416,820.47902888,18.342908,-14.316416,0,319.8,-21.2,-1.5,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,17,3.369,3.327,0,0,0,0,7.623,96.98,288.5716033944,227.362212,15,Go_Home,
1252400,2024-11-19 05:48:15,37.4504145535151,126.654823393781,227.362212,,,288.5716033944,27.559056,23.3983924,250.24279016,3175.06899924,32,5,6.698,289.2277713944,228.01838,23.8010416,820.47902888,18.342908,-14.54011,-0.223694,319.9,-21.1,-2.3,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,17,3.369,3.327,0,0,0,0,7.623,96.98,288.5716033944,227.362212,15,Go_Home,
1252600,2024-11-19 05:48:16,37.4504294068731,126.654808618916,227.362212,,,288.5716033944,27.559056,23.3983924,243.337606212,3181.97516744,32,5,6.698,289.2277713944,228.01838,23.8010416,820.47902888,18.342908,-14.54011,0,319.7,-21.6,-1.4,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,17,3.369,3.327,0,0,0,0,7.623,96.98,288.5716033944,227.362212,15,Go_Home,
1252800,2024-11-19 05:48:16,37.4504442232905,126.654793837361,227.362212,,,288.5716033944,27.559056,23.3983924,236.4419367,3188.87149312,32,5,6.698,289.2277713944,228.01838,23.8010416,820.47902888,18.342908,-14.54011,0,319.5,-21.5,-0.1,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,17,3.377,3.337,0,0,0,0,7.522,96.98,288.5716033944,227.362212,15,Go_Home,
1253000,2024-11-19 05:48:16,37.450459073393,126.654779148439,227.362212,,,288.5716033944,27.559056,23.264176,229.553156952,3195.76125712,32,5,6.698,289.2277713944,228.01838,23.8010416,820.47902888,18.342908,-14.316416,0,319.7,-21.9,-0.9,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,17,3.377,3.337,0,0,0,0,7.522,96.98,288.5716033944,227.362212,15,Go_Home,
1253200,2024-11-19 05:48:16,37.4504739360718,126.654764521328,227.362212,,,288.5716033944,27.559056,23.264176,222.671595052,3202.6411786,32,5,6.698,289.2277713944,228.01838,23.8010416,820.47902888,18.342908,-14.316416,0,319.9,-22.3,-2,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,17,3.377,3.337,0,0,0,0,7.522,96.98,288.5716033944,227.362212,15,Go_Home,
1253400,2024-11-19 05:48:16,37.4504887986135,126.654749821442,227.362212,,,288.5716033944,27.559056,23.3983924,215.777237876,3209.53422344,32,5,6.698,289.2277713944,228.01838,23.8010416,820.47902888,18.342908,-14.54011,0,319.8,-21.9,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,17,3.377,3.337,0,0,0,0,7.522,96.98,288.5716033944,227.362212,15,Go_Home,
1253600,2024-11-19 05:48:17,37.4505036968279,126.654735087929,227.362212,,,288.5716033944,27.559056,23.3983924,208.8664765,3216.44695332,32,5,6.698,289.2277713944,228.01838,23.8010416,820.47902888,18.342908,-14.54011,0,319.6,-21.5,-0.9,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,17,3.377,3.337,0,0,0,0,7.522,96.98,288.5716033944,227.362212,15,Go_Home,
1253800,2024-11-19 05:48:17,37.4505186268769,126.654720302446,227.690296,,,288.8996873944,27.559056,23.3983924,201.93734242,3223.3760874,32,5,6.712,289.2277713944,228.01838,23.8010416,820.47902888,18.342908,-14.54011,0,319.7,-21.2,-0.6,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,16,3.38,3.341,0,0,0,0,6.936,96.98,288.8996873944,227.690296,15,Go_Home,
1254000,2024-11-19 05:48:17,37.4505335720037,126.654705507639,227.690296,,,288.8996873944,27.559056,23.3983924,195.002302828,3230.31178316,32,5,6.712,289.2277713944,228.01838,23.8010416,820.47902888,18.342908,-14.54011,0,319.6,-21,-0.5,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,16,3.38,3.341,0,0,0,0,6.936,96.98,288.8996873944,227.690296,15,Go_Home,
1254200,2024-11-19 05:48:17,37.4505485283018,126.654690736401,227.690296,,,288.8996873944,27.559056,23.3983924,188.068247488,3237.24419808,32,5,6.712,289.2277713944,228.01838,23.8010416,820.47902888,18.342908,-14.54011,0,319.7,-21.1,-0.9,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.38,3.341,0,0,0,0,6.936,96.98,288.8996873944,227.690296,15,Go_Home,
1254400,2024-11-19 05:48:17,37.4505635112258,126.654675974356,227.362212,,,288.5716033944,27.559056,23.3983924,181.128286636,3244.18317468,32,5,6.712,289.2277713944,228.01838,23.8010416,820.47902888,18.342908,-14.54011,0,319.9,-21.1,-1.8,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,16,3.38,3.341,0,0,0,0,6.936,96.98,288.5716033944,227.362212,15,Go_Home,
1254600,2024-11-19 05:48:18,37.4505784989816,126.654661197506,227.362212,,,288.5716033944,27.559056,23.3983924,174.184060692,3251.12871296,32,5,6.712,289.2277713944,228.01838,23.8010416,820.47902888,18.342908,-14.54011,0,319.9,-20.7,-2.3,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.38,3.341,0,0,0,0,6.936,96.98,288.5716033944,227.362212,15,Go_Home,
1254800,2024-11-19 05:48:18,37.4505934479121,126.654646370174,227.362212,,,288.5716033944,27.559056,23.3983924,167.242131336,3258.0709704,32,5,6.726,289.2277713944,228.01838,23.8010416,820.47902888,18.342908,-14.54011,0,319.8,-21.1,-1.6,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.38,3.341,0,0,0,0,6.528,96.8,288.5716033944,227.362212,15,Go_Home,
1255000,2024-11-19 05:48:18,37.45060838012,126.654631523289,227.362212,,,288.5716033944,27.559056,23.3983924,160.301514316,3265.009947,32,5,6.726,289.2277713944,228.01838,23.8010416,820.47902888,18.342908,-14.54011,0,319.5,-20.8,-0.2,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.38,3.341,0,0,0,0,6.528,96.8,288.5716033944,227.362212,15,Go_Home,
1255200,2024-11-19 05:48:18,37.4506233487202,126.65461679569,227.362212,,,288.5716033944,27.559056,23.264176,153.371724068,3271.94236192,32,5,6.726,289.2277713944,228.01838,23.8010416,820.47902888,18.342908,-14.316416,-0.223694,319.7,-10.3,-1.5,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,16,3.38,3.341,0,0,0,0,6.528,96.8,288.5716033944,227.362212,15,Go_Home,
1255400,2024-11-19 05:48:18,37.4506379873911,126.654602492016,227.690296,,,288.8996873944,27.559056,22.2799224,146.612209416,3278.70089232,32,5,6.726,289.2277713944,228.01838,23.8010416,820.47902888,17.448132,-13.869028,-0.447388,319.5,-4.3,-3.3,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.38,3.341,0,0,0,0,6.528,96.8,288.8996873944,227.690296,15,Go_Home,
1255600,2024-11-19 05:48:19,37.4506519368706,126.654588821532,227.690296,,,288.8996873944,27.559056,21.1614524,140.16404648,3285.1379004,32,5,6.726,289.2277713944,228.01838,23.8010416,820.47902888,16.553356,-13.197946,0,319.4,-1.8,-2.9,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,16,3.38,3.341,0,0,0,0,6.528,96.8,288.8996873944,227.690296,15,Go_Home,
1255800,2024-11-19 05:48:19,37.450665138561,126.654575842833,227.690296,,,288.8996873944,27.559056,20.0429824,134.054138148,3291.2730712,32,5,6.726,289.2277713944,228.01838,23.8010416,820.47902888,15.65858,-12.526864,0,319.4,0.2,-3,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,16,3.38,3.341,0,0,0,0,6.528,96.8,288.8996873944,227.690296,15,Go_Home,
1256000,2024-11-19 05:48:19,37.450677574403,126.654563558662,227.690296,,,288.8996873944,27.559056,18.9245124,128.288061848,3297.0145412,32,5,6.767,289.2277713944,228.01838,23.8010416,820.47902888,14.763804,-11.855782,0,319.4,1.6,-2.3,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,16,3.409,3.378,0,0,0,0,5.534,96.8,288.8996873944,227.690296,15,Go_Home,
1256200,2024-11-19 05:48:19,37.4506892631583,126.654552006851,227.690296,,,288.8996873944,27.559056,17.8060424,122.867458,3302.4607356,32,5,6.767,289.2277713944,228.01838,23.8010416,820.47902888,13.869028,-11.1847,0,319.4,2.6,-1.1,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.409,3.378,0,0,0,0,5.534,96.8,288.8996873944,227.690296,15,Go_Home,
1256400,2024-11-19 05:48:19,37.4507002470961,126.654541221611,227.690296,,,288.8996873944,27.559056,16.553356,117.786421092,3307.5132292,32,5,6.767,289.2277713944,228.01838,23.8010416,820.47902888,12.974252,-10.289924,0,319.3,3.7,-1.4,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,16,3.409,3.378,0,0,0,0,5.534,96.8,288.8996873944,227.690296,15,Go_Home,
1256600,2024-11-19 05:48:20,37.4507105204936,126.654531209156,227.362212,,,288.5716033944,27.559056,15.434886,113.047247712,3312.2704472,32,5,6.767,289.2277713944,228.01838,23.8010416,820.47902888,12.079476,-9.618842,0,319.4,4.8,-1.4,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.409,3.378,0,0,0,0,5.534,96.8,288.5716033944,227.362212,15,Go_Home,
1256800,2024-11-19 05:48:20,37.4507200917294,126.654521955069,227.362212,,,288.5716033944,27.559056,14.316416,108.645344684,3316.6667728,32,5,6.767,289.2277713944,228.01838,23.8010416,820.47902888,11.1847,-8.94776,0,319.3,5.2,-1.8,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.409,3.378,0,0,0,0,5.534,96.8,288.5716033944,227.362212,15,Go_Home,
1257000,2024-11-19 05:48:20,37.4507289829403,126.654513389768,227.362212,,,288.5716033944,27.559056,13.0637296,104.561683136,3320.7678228,32,5,6.791,289.2277713944,228.01838,23.8010416,820.47902888,10.289924,-8.052984,0,319.2,6.7,-2.2,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,16,3.41,3.38,0,0,0,0,3.777,96.8,288.5716033944,227.362212,15,Go_Home,
1257200,2024-11-19 05:48:20,37.4507371533306,126.654505539368,227.362212,,,288.5716033944,27.559056,11.9452596,100.812667268,3324.5079804,32,5,6.791,289.2277713944,228.01838,23.8010416,820.47902888,9.395148,-7.381902,0,319.3,7.5,-1.8,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,16,3.41,3.38,0,0,0,0,3.777,96.8,288.5716033944,227.362212,15,Go_Home,
1257400,2024-11-19 05:48:20,37.4507446057446,126.654498397081,227.362212,,,288.5716033944,27.559056,10.8267896,97.396328576,3327.920054,32,5,6.791,289.2277713944,228.01838,23.8010416,820.47902888,8.500372,-6.71082,0,319.2,8.2,-2.5,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.41,3.38,0,0,0,0,3.777,96.8,288.5716033944,227.362212,15,Go_Home,
1257600,2024-11-19 05:48:21,37.4507513021966,126.654491947163,227.362212,,,288.5716033944,27.559056,9.7083196,94.32086916,3331.0040436,32,5,6.791,289.2277713944,228.01838,23.8010416,820.47902888,7.605596,-6.039738,0,319.3,8.1,-2.4,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.41,3.38,0,0,0,0,3.777,96.8,288.5716033944,227.362212,15,Go_Home,
1257800,2024-11-19 05:48:21,37.4507572407675,126.654486226315,227.362212,,,288.5716033944,27.559056,8.5898496,91.593506868,3333.7271408,32,5,6.791,289.2277713944,228.01838,23.8010416,820.47902888,6.71082,-5.368656,0,319.1,8.4,-3,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,16,3.41,3.38,0,0,0,0,3.777,96.8,288.5716033944,227.362212,15,Go_Home,
1258000,2024-11-19 05:48:21,37.4507623979326,126.65448121575,227.690296,,,288.8996873944,27.559056,7.2924244,89.217194456,3336.0893456,32,5,6.786,289.2277713944,228.01838,23.8010416,820.47902888,5.59235,-4.697574,0,319.2,8.3,-3.1,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,16,3.408,3.376,0,0,0,0,4.133,96.8,288.8996873944,227.690296,15,Go_Home,
1258200,2024-11-19 05:48:21,37.4507669016303,126.654476802643,227.690296,,,288.8996873944,27.559056,6.5318648,87.135501476,3338.1890832,32,5,6.786,289.2277713944,228.01838,23.8010416,820.47902888,5.144962,-4.026492,0,319.7,-2.1,-1.3,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,16,3.408,3.376,0,0,0,0,4.133,96.8,288.8996873944,227.690296,15,Go_Home,
1258400,2024-11-19 05:48:21,37.4507712148855,126.654472678042,227.690296,,,288.8996873944,27.559056,6.5318648,85.160107712,3340.1575872,32,5,6.786,289.2277713944,228.01838,23.8010416,820.47902888,5.144962,-4.026492,0,319.7,-5,-2.4,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.408,3.376,0,0,0,0,4.133,96.8,288.8996873944,227.690296,15,Go_Home,
1258600,2024-11-19 05:48:22,37.4507754895209,126.654468621296,227.690296,,,288.8996873944,27.559056,6.3529096,83.207679828,3342.0932828,32,5,6.786,289.2277713944,228.01838,23.8010416,820.47902888,4.921268,-4.026492,0,319.8,-5.8,-3.6,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.408,3.376,0,0,0,0,4.133,96.8,288.8996873944,227.690296,15,Go_Home,
1258800,2024-11-19 05:48:22,37.4507797284323,126.654464508533,227.690296,,,288.8996873944,27.559056,6.3529096,81.255580028,3344.0617868,32,5,6.786,289.2277713944,228.01838,23.8010416,820.47902888,4.921268,-4.026492,0,319.8,-6.3,-3.1,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.408,3.376,0,0,0,0,4.133,96.8,288.8996873944,227.690296,15,Go_Home,
1259000,2024-11-19 05:48:22,37.4507839760991,126.654460316605,227.690296,,,288.8996873944,27.559056,6.3529096,79.287076028,3346.0302908,32,5,6.774,289.2277713944,228.01838,23.8010416,820.47902888,4.921268,-4.026492,0,319.7,-5.9,-2.9,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.405,3.373,0,0,0,0,4.518,96.62,288.8996873944,227.690296,15,Go_Home,
1259200,2024-11-19 05:48:22,37.4507882112924,126.654456101001,227.690296,,,288.8996873944,27.559056,6.3529096,77.317587776,3347.9987948,32,5,6.774,289.2277713944,228.01838,23.8010416,820.47902888,4.921268,-4.026492,0,319.7,-6.1,-2.5,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.405,3.373,0,0,0,0,4.518,96.62,288.8996873944,227.690296,15,Go_Home,
1259400,2024-11-19 05:48:23,37.450792453939,126.654451895163,227.690296,,,288.8996873944,27.559056,6.3529096,75.34777144,3349.9672988,32,5,6.774,289.2277713944,228.01838,23.8010416,820.47902888,4.921268,-4.026492,0,319.6,-6,-2.2,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.405,3.373,0,0,0,0,4.518,96.62,288.8996873944,227.690296,15,Go_Home,
1259600,2024-11-19 05:48:23,37.4507967227318,126.654447736418,227.690296,,,288.8996873944,27.559056,6.3529096,73.378939356,3351.9358028,32,5,6.774,289.2277713944,228.01838,23.8010416,820.47902888,4.921268,-4.026492,0,319.7,-6,-3.1,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.405,3.373,0,0,0,0,4.518,96.62,288.8996873944,227.690296,15,Go_Home,
1259800,2024-11-19 05:48:23,37.450800961369,126.654443598403,227.690296,,,288.8996873944,27.559056,6.3529096,71.42224638,3353.9043068,32,5,6.774,289.2277713944,228.01838,23.8010416,820.47902888,4.921268,-4.026492,0,319.8,-6.4,-3.6,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.405,3.373,0,0,0,0,4.518,96.62,288.8996873944,227.690296,15,Go_Home,
1260000,2024-11-19 05:48:23,37.4508051767728,126.654439405892,227.690296,,,288.8996873944,27.559056,6.3529096,69.462928732,3355.8400024,32,5,6.78,289.2277713944,228.01838,23.8010416,820.47902888,4.921268,-4.026492,0,319.7,-6.5,-2.9,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.409,3.376,0,0,0,0,4.636,96.8,288.8996873944,227.690296,15,Go_Home,
1260200,2024-11-19 05:48:23,37.4508093828557,126.654435183176,227.690296,,,288.8996873944,27.559056,6.3529096,67.500330244,3357.8085064,32,5,6.78,289.2277713944,228.01838,23.8010416,820.47902888,4.921268,-4.026492,0,319.7,-6.2,-1.9,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.409,3.376,0,0,0,0,4.636,96.8,288.8996873944,227.690296,15,Go_Home,
1260400,2024-11-19 05:48:23,37.4508136177064,126.654431011309,227.690296,,,288.8996873944,27.559056,6.3529096,65.539044092,3359.7770104,32,5,6.78,289.2277713944,228.01838,23.8010416,820.47902888,4.921268,-4.026492,0,319.7,-6.1,-2.6,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.409,3.376,0,0,0,0,4.636,96.8,288.8996873944,227.690296,15,Go_Home,
1260600,2024-11-19 05:48:24,37.4508178711644,126.654426872917,227.690296,,,288.8996873944,27.559056,6.5318648,63.578086024,3361.7455144,32,5,6.78,289.2277713944,228.01838,23.8010416,820.47902888,5.144962,-4.026492,0,319.7,-5.8,-3.2,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,16,3.409,3.376,0,0,0,0,4.636,96.8,288.8996873944,227.690296,15,Go_Home,
1260800,2024-11-19 05:48:24,37.4508221064263,126.654422740902,227.690296,,,288.8996873944,27.559056,6.3529096,61.623689636,3363.68121,32,5,6.78,289.2277713944,228.01838,23.8010416,820.47902888,4.921268,-4.026492,0,319.7,-5.9,-3.5,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,16,3.409,3.376,0,0,0,0,4.636,96.8,288.8996873944,227.690296,15,Go_Home,
1261000,2024-11-19 05:48:24,37.4508263323674,126.654418598808,227.690296,,,288.8996873944,27.559056,6.3529096,59.6702775,3365.649714,32,5,6.779,289.2277713944,228.01838,23.8010416,820.47902888,4.921268,-4.026492,0,319.7,-5.9,-3.5,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,16,3.406,3.376,0,0,0,0,4.697,96.8,288.8996873944,227.690296,15,Go_Home,
1261200,2024-11-19 05:48:24,37.4508305496901,126.654414447574,227.690296,,,288.8996873944,27.559056,6.3529096,57.717521532,3367.5854096,32,5,6.779,289.2277713944,228.01838,23.8010416,820.47902888,4.921268,-4.026492,0,319.7,-6.1,-3.7,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.406,3.376,0,0,0,0,4.697,96.8,288.8996873944,227.690296,15,Go_Home,
1261400,2024-11-19 05:48:24,37.4508347221051,126.654410272189,227.690296,,,288.8996873944,27.559056,6.3529096,55.773295748,3369.5539136,32,5,6.779,289.2277713944,228.01838,23.8010416,820.47902888,4.921268,-4.026492,0,319.7,-6.3,-3.1,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,16,3.406,3.376,0,0,0,0,4.697,96.8,288.8996873944,227.690296,15,Go_Home,
1261600,2024-11-19 05:48:25,37.4508388689478,126.654406107217,227.690296,,,288.8996873944,27.559056,6.3529096,53.838256316,3371.4896092,32,5,6.779,289.2277713944,228.01838,23.8010416,820.47902888,4.921268,-4.026492,0,319.6,-6.4,-2.4,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.406,3.376,0,0,0,0,4.697,96.8,288.8996873944,227.690296,15,Go_Home,
1261800,2024-11-19 05:48:25,37.4508430206737,126.654401983317,227.690296,,,288.8996873944,27.559056,6.3529096,51.909122396,3373.3924964,32,5,6.779,289.2277713944,228.01838,23.8010416,820.47902888,4.921268,-4.026492,0,319.6,-6.7,-2.6,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.406,3.376,0,0,0,0,4.697,96.8,288.8996873944,227.690296,15,Go_Home,
1262000,2024-11-19 05:48:25,37.4508471810692,126.654397884885,227.690296,,,288.8996873944,27.559056,6.3529096,49.982285064,3375.328192,32,5,6.786,289.2277713944,228.01838,23.8010416,820.47902888,4.921268,-4.026492,0,319.7,-6.5,-2.4,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,16,3.407,3.377,0,0,0,0,4.569,96.8,288.8996873944,227.690296,15,Go_Home,
1262200,2024-11-19 05:48:25,37.4508513611773,126.654393821416,227.690296,,,288.8996873944,27.559056,6.3529096,48.055775816,3377.2638876,32,5,6.786,289.2277713944,228.01838,23.8010416,820.47902888,4.921268,-4.026492,0,319.7,-6.3,-2.4,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.407,3.377,0,0,0,0,4.569,96.8,288.8996873944,227.690296,15,Go_Home,
1262400,2024-11-19 05:48:25,37.4508555492697,126.654389771782,227.690296,,,288.8996873944,27.559056,6.3529096,46.129594652,3379.1995832,32,5,6.786,289.2277713944,228.01838,23.8010416,820.47902888,4.921268,-4.026492,0,319.7,-6.3,-2.4,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,16,3.407,3.377,0,0,0,0,4.569,96.8,288.8996873944,227.690296,15,Go_Home,
1262600,2024-11-19 05:48:26,37.4508597573402,126.654385741318,227.690296,,,288.8996873944,27.559056,6.3529096,44.2011169,3381.1024704,32,5,6.786,289.2277713944,228.01838,23.8010416,820.47902888,4.921268,-4.026492,0,319.7,-6.6,-2.5,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.407,3.377,0,0,0,0,4.569,96.8,288.8996873944,227.690296,15,Go_Home,
1262800,2024-11-19 05:48:26,37.4508639853716,126.654381734828,227.690296,,,288.8996873944,27.559056,6.5318648,42.271326812,3383.038166,32,5,6.786,289.2277713944,228.01838,23.8010416,820.47902888,5.144962,-4.026492,0,319.7,-6.5,-3,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,16,3.407,3.377,0,0,0,0,4.569,96.8,288.8996873944,227.690296,15,Go_Home,
1263000,2024-11-19 05:48:26,37.4508682180891,126.654377722407,227.690296,,,288.8996873944,27.559056,6.5318648,40.339240136,3384.9738616,32,5,6.787,289.2277713944,228.01838,23.8010416,820.47902888,5.144962,-4.026492,0,319.7,-6.4,-3.4,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,16,3.409,3.38,0,0,0,0,4.532,96.8,288.8996873944,227.690296,15,Go_Home,
1263200,2024-11-19 05:48:26,37.4508724341954,126.654373707629,227.690296,,,288.8996873944,27.559056,6.5318648,38.411418552,3386.9095572,32,5,6.787,289.2277713944,228.01838,23.8010416,820.47902888,5.144962,-4.026492,0,319.7,-6.5,-3.2,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-89.9,0,16,3.409,3.38,0,0,0,0,4.532,96.8,288.8996873944,227.690296,15,Go_Home,
1263400,2024-11-19 05:48:26,37.4508766376397,126.654369690239,227.690296,,,288.8996873944,27.559056,6.5318648,36.486877808,3388.8452528,32,5,6.787,289.2277713944,228.01838,23.8010416,820.47902888,5.144962,-4.026492,0,319.7,-6.6,-3.7,0,0,1024,1024,1024,1024,0,0,0,0,350.9,-90,0,16,3.409,3.38,0,0,0,0,4.532,96.8,288.8996873944,227.690296,15,Go_Home,
